County,Year,Conviction,Violent Felony Offenses (VFO),Drugs,DWI,Property,Other,Total
Fulton,1986,Misdemeanor,0,5,6,32,19,62
Genesee,1986,Felony,9,3,38,19,8,77
Genesee,1986,Misdemeanor,0,3,34,51,43,131
Greene,1986,Felony,2,3,11,8,2,26
Greene,1986,Misdemeanor,0,4,4,14,12,34
Hamilton,1986,Felony,1,0,0,5,1,7
Hamilton,1986,Misdemeanor,0,0,0,3,1,4
Herkimer,1986,Felony,1,2,6,5,7,21
Herkimer,1986,Misdemeanor,0,0,6,10,6,22
Jefferson,1986,Felony,13,1,35,48,11,108
Jefferson,1986,Misdemeanor,0,2,15,36,20,73
Kings,1986,Felony,727,615,18,266,558,2184
Kings,1986,Misdemeanor,0,111,153,900,459,1623
Lewis,1986,Felony,0,0,5,6,1,12
Lewis,1986,Misdemeanor,0,3,2,9,4,18
Livingston,1986,Felony,7,0,19,29,11,66
Livingston,1986,Misdemeanor,0,2,18,34,23,77
Madison,1986,Felony,10,2,29,11,8,60
Madison,1986,Misdemeanor,0,1,23,48,27,99
Monroe,1986,Felony,85,64,149,158,82,538
Monroe,1986,Misdemeanor,0,31,230,492,312,1065
Montgomery,1986,Felony,3,1,20,11,4,39
Montgomery,1986,Misdemeanor,0,2,10,17,19,48
Nassau,1986,Felony,146,115,198,163,82,704
Nassau,1986,Misdemeanor,0,175,1026,889,504,2594
New York,1986,Felony,633,867,15,494,424,2433
New York,1986,Misdemeanor,0,432,24,733,339,1528
Niagara,1986,Felony,5,4,6,26,15,56
Niagara,1986,Misdemeanor,0,12,87,169,104,372
Oneida,1986,Felony,46,9,55,48,13,171
Oneida,1986,Misdemeanor,0,7,51,80,39,177
Onondaga,1986,Felony,97,68,59,193,118,535
Onondaga,1986,Misdemeanor,0,17,194,183,136,530
Ontario,1986,Felony,11,6,75,33,13,138
Ontario,1986,Misdemeanor,0,3,11,36,20,70
Orange,1986,Felony,23,31,66,45,30,195
Orange,1986,Misdemeanor,0,21,63,160,106,350
Orleans,1986,Felony,2,0,14,7,8,31
Orleans,1986,Misdemeanor,0,0,16,27,33,76
Oswego,1986,Felony,9,5,9,46,17,86
Oswego,1986,Misdemeanor,0,1,46,63,39,149
Otsego,1986,Felony,4,5,5,6,4,24
Otsego,1986,Misdemeanor,0,0,8,26,10,44
Putnam,1986,Felony,3,18,17,4,1,43
Putnam,1986,Misdemeanor,0,9,50,34,16,109
Queens,1986,Felony,445,431,102,453,374,1805
Queens,1986,Misdemeanor,0,120,53,420,265,858
Rensselaer,1986,Felony,11,3,12,30,15,71
Rensselaer,1986,Misdemeanor,0,3,18,52,59,132
Richmond,1986,Felony,19,31,1,20,20,91
Richmond,1986,Misdemeanor,0,17,5,114,50,186
Rockland,1986,Felony,15,26,65,72,23,201
Rockland,1986,Misdemeanor,0,22,32,56,50,160
St. Lawrence,1986,Felony,8,9,22,18,4,61
St. Lawrence,1986,Misdemeanor,0,0,5,50,19,74
Saratoga,1986,Felony,13,4,22,7,13,59
Saratoga,1986,Misdemeanor,0,3,20,71,42,136
Schenectady,1986,Felony,15,8,14,29,18,84
Schenectady,1986,Misdemeanor,0,8,26,88,67,189
Schoharie,1986,Felony,0,1,5,12,5,23
Schoharie,1986,Misdemeanor,0,3,3,17,15,38
Schuyler,1986,Felony,2,0,2,7,3,14
Schuyler,1986,Misdemeanor,0,1,7,13,28,49
Seneca,1986,Felony,3,0,20,4,3,30
Seneca,1986,Misdemeanor,0,0,9,8,5,22
Steuben,1986,Felony,6,5,29,24,6,70
Steuben,1986,Misdemeanor,0,0,4,31,33,68
Suffolk,1986,Felony,167,131,147,262,142,849
Suffolk,1986,Misdemeanor,0,79,777,469,353,1678
Sullivan,1986,Felony,9,3,32,43,12,99
Sullivan,1986,Misdemeanor,0,4,49,59,41,153
Tioga,1986,Felony,4,9,19,8,5,45
Tioga,1986,Misdemeanor,0,5,7,15,14,41
Tompkins,1986,Felony,12,1,13,23,7,56
Tompkins,1986,Misdemeanor,0,1,4,28,19,52
Ulster,1986,Felony,15,5,37,40,10,107
Ulster,1986,Misdemeanor,0,9,11,80,69,169
Warren,1986,Felony,1,1,5,6,4,17
Warren,1986,Misdemeanor,0,6,6,32,19,63
Washington,1986,Felony,0,1,8,2,5,16
Washington,1986,Misdemeanor,0,3,10,22,17,52
Wayne,1986,Felony,8,3,48,27,8,94
Wayne,1986,Misdemeanor,0,4,22,36,28,90
Westchester,1986,Felony,110,83,164,123,98,578
Westchester,1986,Misdemeanor,0,184,84,503,270,1041
Wyoming,1986,Felony,1,0,15,4,4,24
Wyoming,1986,Misdemeanor,0,0,4,20,19,43
Yates,1986,Felony,5,0,12,4,6,27
Yates,1986,Misdemeanor,0,1,1,7,7,16
Unknown,1986,Misdemeanor,0,0,0,0,0,0
Albany,1987,Felony,15,40,53,28,25,161
Albany,1987,Misdemeanor,0,90,104,386,318,898
Allegany,1987,Felony,0,1,11,8,10,30
Allegany,1987,Misdemeanor,0,1,4,29,20,54
Bronx,1987,Felony,438,1073,40,270,334,2155
Bronx,1987,Misdemeanor,0,177,54,242,245,718
Broome,1987,Felony,45,19,51,51,47,213
Broome,1987,Misdemeanor,0,16,27,111,89,243
Cattaraugus,1987,Felony,7,3,39,20,5,74
Cattaraugus,1987,Misdemeanor,0,1,22,34,21,78
Cayuga,1987,Felony,3,0,18,14,7,42
Cayuga,1987,Misdemeanor,0,1,9,23,16,49
Chautauqua,1987,Felony,19,6,10,26,18,79
Chautauqua,1987,Misdemeanor,0,1,22,87,44,154
Chemung,1987,Felony,28,3,28,23,13,95
Chemung,1987,Misdemeanor,0,2,49,75,69,195
Chenango,1987,Felony,0,0,2,2,2,6
Chenango,1987,Misdemeanor,0,4,21,44,24,93
Clinton,1987,Felony,1,5,12,6,5,29
Clinton,1987,Misdemeanor,0,5,22,52,23,102
Columbia,1987,Felony,1,1,5,1,1,9
Columbia,1987,Misdemeanor,0,1,7,49,30,87
Cortland,1987,Felony,6,0,16,9,6,37
Cortland,1987,Misdemeanor,0,2,8,41,28,79
Delaware,1987,Felony,3,9,0,5,0,17
Delaware,1987,Misdemeanor,0,0,6,18,16,40
Dutchess,1987,Felony,22,26,55,91,25,219
Dutchess,1987,Misdemeanor,0,7,90,115,61,273
Erie,1987,Felony,46,91,141,75,66,419
Erie,1987,Misdemeanor,0,107,277,602,369,1355
Essex,1987,Felony,0,0,6,15,6,27
Essex,1987,Misdemeanor,0,0,1,15,9,25
Franklin,1987,Felony,2,9,5,7,8,31
Franklin,1987,Misdemeanor,0,4,9,27,14,54
Fulton,1987,Felony,1,10,2,4,2,19
Fulton,1987,Misdemeanor,0,5,1,34,30,70
Genesee,1987,Felony,11,3,23,16,10,63
Genesee,1987,Misdemeanor,0,4,24,30,31,89
Greene,1987,Felony,3,1,7,2,0,13
Greene,1987,Misdemeanor,0,2,3,27,12,44
Hamilton,1987,Felony,0,0,0,1,0,1
Hamilton,1987,Misdemeanor,0,0,0,5,1,6
Herkimer,1987,Felony,3,2,6,5,7,23
Herkimer,1987,Misdemeanor,0,0,9,12,18,39
Jefferson,1987,Felony,16,8,32,33,16,105
Jefferson,1987,Misdemeanor,0,0,11,41,30,82
Kings,1987,Felony,618,1208,11,212,478,2527
Kings,1987,Misdemeanor,0,280,114,633,413,1440
Lewis,1987,Felony,4,0,8,7,5,24
Lewis,1987,Misdemeanor,0,2,5,6,8,21
Livingston,1987,Felony,13,1,28,20,17,79
Livingston,1987,Misdemeanor,0,0,22,29,34,85
Madison,1987,Felony,9,5,20,10,3,47
Madison,1987,Misdemeanor,0,0,15,19,21,55
Monroe,1987,Felony,83,84,172,135,101,575
Monroe,1987,Misdemeanor,0,41,266,515,326,1148
Montgomery,1987,Felony,1,1,21,11,5,39
Montgomery,1987,Misdemeanor,0,4,6,15,17,42
Nassau,1987,Felony,116,214,165,109,86,690
Nassau,1987,Misdemeanor,0,189,959,889,533,2570
New York,1987,Felony,570,1513,11,442,390,2926
New York,1987,Misdemeanor,0,329,37,731,329,1426
Niagara,1987,Felony,11,29,10,15,12,77
Niagara,1987,Misdemeanor,0,15,67,156,117,355
Oneida,1987,Felony,45,12,76,50,27,210
Oneida,1987,Misdemeanor,0,9,27,82,61,179
Onondaga,1987,Felony,98,70,80,155,85,488
Onondaga,1987,Misdemeanor,0,29,216,211,177,633
Ontario,1987,Felony,7,4,75,19,14,119
Ontario,1987,Misdemeanor,0,5,8,32,33,78
Orange,1987,Felony,49,41,78,39,40,247
Orange,1987,Misdemeanor,0,55,82,212,136,485
Orleans,1987,Felony,1,4,10,4,13,32
Orleans,1987,Misdemeanor,0,5,9,31,22,67
Oswego,1987,Felony,14,5,12,58,10,99
Oswego,1987,Misdemeanor,0,3,39,63,50,155
Otsego,1987,Felony,4,6,2,8,5,25
Otsego,1987,Misdemeanor,0,1,3,30,11,45
Putnam,1987,Felony,1,8,26,1,1,37
Putnam,1987,Misdemeanor,0,20,37,30,20,107
Queens,1987,Felony,425,897,93,424,337,2176
Queens,1987,Misdemeanor,0,227,106,483,331,1147
Rensselaer,1987,Felony,17,9,13,22,19,80
Rensselaer,1987,Misdemeanor,0,9,46,45,38,138
Richmond,1987,Felony,19,63,3,19,20,124
Richmond,1987,Misdemeanor,0,17,11,93,34,155
Rockland,1987,Felony,13,11,69,56,32,181
Rockland,1987,Misdemeanor,0,29,39,63,64,195
St. Lawrence,1987,Felony,3,2,19,8,5,37
St. Lawrence,1987,Misdemeanor,0,2,9,47,23,81
Saratoga,1987,Felony,9,13,8,4,14,48
Saratoga,1987,Misdemeanor,0,6,41,50,38,135
Schenectady,1987,Felony,29,18,11,28,12,98
Schenectady,1987,Misdemeanor,0,21,37,85,64,207
Schoharie,1987,Felony,0,1,5,5,8,19
Schoharie,1987,Misdemeanor,0,0,1,17,12,30
Schuyler,1987,Felony,2,0,3,3,1,9
Schuyler,1987,Misdemeanor,0,0,5,6,6,17
Seneca,1987,Felony,8,1,13,7,8,37
Seneca,1987,Misdemeanor,0,0,5,9,7,21
Steuben,1987,Felony,11,2,42,28,11,94
Steuben,1987,Misdemeanor,0,1,10,25,15,51
Suffolk,1987,Felony,168,147,176,215,99,805
Suffolk,1987,Misdemeanor,0,135,741,569,394,1839
Sullivan,1987,Felony,4,4,48,32,16,104
Sullivan,1987,Misdemeanor,0,11,46,73,43,173
Tioga,1987,Felony,4,2,17,15,6,44
Tioga,1987,Misdemeanor,0,1,1,9,13,24
Tompkins,1987,Felony,4,6,16,15,10,51
Tompkins,1987,Misdemeanor,0,2,7,36,24,69
Ulster,1987,Felony,5,3,52,23,7,90
Ulster,1987,Misdemeanor,0,13,19,65,52,149
Warren,1987,Felony,2,0,12,2,1,17
Warren,1987,Misdemeanor,0,7,10,26,20,63
Washington,1987,Felony,4,2,10,3,2,21
Washington,1987,Misdemeanor,0,0,10,18,18,46
Wayne,1987,Felony,12,5,44,33,12,106
Wayne,1987,Misdemeanor,0,2,9,50,41,102
Westchester,1987,Felony,76,199,163,99,92,629
Westchester,1987,Misdemeanor,0,266,78,442,266,1052
Wyoming,1987,Felony,1,1,8,4,4,18
Wyoming,1987,Misdemeanor,0,0,7,14,10,31
Yates,1987,Felony,2,0,6,2,1,11
Yates,1987,Misdemeanor,0,0,3,9,9,21
Unknown,1987,Misdemeanor,0,0,0,0,0,0
Albany,1988,Felony,14,43,35,25,29,146
Albany,1988,Misdemeanor,0,134,106,350,315,905
Allegany,1988,Felony,3,0,18,15,8,44
Allegany,1988,Misdemeanor,0,1,10,32,33,76
Bronx,1988,Felony,476,1099,1,220,316,2112
Bronx,1988,Misdemeanor,0,119,57,231,246,653
Broome,1988,Felony,31,12,45,66,43,197
Broome,1988,Misdemeanor,0,9,26,117,100,252
Cattaraugus,1988,Felony,5,10,35,20,8,78
Cattaraugus,1988,Misdemeanor,0,2,22,30,25,79
Cayuga,1988,Felony,3,2,3,22,10,40
Cayuga,1988,Misdemeanor,0,1,3,30,25,59
Chautauqua,1988,Felony,8,13,15,14,5,55
Chautauqua,1988,Misdemeanor,0,4,9,74,50,137
Chemung,1988,Felony,19,3,28,28,16,94
Chemung,1988,Misdemeanor,0,0,69,78,65,212
Chenango,1988,Felony,1,0,4,4,0,9
Chenango,1988,Misdemeanor,0,1,26,36,35,98
Clinton,1988,Felony,3,16,17,4,4,44
Clinton,1988,Misdemeanor,0,4,15,42,15,76
Columbia,1988,Felony,1,0,5,3,4,13
Columbia,1988,Misdemeanor,0,7,6,30,32,75
Cortland,1988,Felony,6,7,19,10,10,52
Cortland,1988,Misdemeanor,0,2,4,32,53,91
Delaware,1988,Felony,3,3,1,2,3,12
Delaware,1988,Misdemeanor,0,1,5,19,23,48
Dutchess,1988,Felony,15,60,55,99,30,259
Dutchess,1988,Misdemeanor,0,28,155,124,86,393
Erie,1988,Felony,59,103,167,60,90,479
Erie,1988,Misdemeanor,0,123,256,454,315,1148
Essex,1988,Felony,0,1,3,7,1,12
Essex,1988,Misdemeanor,0,1,4,9,8,22
Franklin,1988,Felony,8,2,1,5,3,19
Franklin,1988,Misdemeanor,0,0,14,16,16,46
Fulton,1988,Felony,1,4,6,2,3,16
Fulton,1988,Misdemeanor,0,3,13,52,16,84
Genesee,1988,Felony,2,0,22,11,10,45
Genesee,1988,Misdemeanor,0,5,30,50,32,117
Greene,1988,Felony,1,2,9,4,2,18
Greene,1988,Misdemeanor,0,2,12,25,14,53
Hamilton,1988,Felony,0,0,0,1,1,2
Hamilton,1988,Misdemeanor,0,0,1,0,1,2
Herkimer,1988,Felony,2,6,3,1,8,20
Herkimer,1988,Misdemeanor,0,2,2,17,18,39
Jefferson,1988,Felony,18,14,50,45,19,146
Jefferson,1988,Misdemeanor,0,5,30,45,40,120
Kings,1988,Felony,755,1381,2,198,476,2812
Kings,1988,Misdemeanor,0,280,81,609,345,1315
Lewis,1988,Felony,3,0,8,2,1,14
Lewis,1988,Misdemeanor,0,0,4,7,11,22
Livingston,1988,Felony,7,0,30,12,18,67
Livingston,1988,Misdemeanor,0,4,28,33,37,102
Madison,1988,Felony,1,1,9,5,4,20
Madison,1988,Misdemeanor,0,3,21,29,13,66
Monroe,1988,Felony,69,76,81,121,97,444
Monroe,1988,Misdemeanor,0,72,355,525,366,1318
Montgomery,1988,Felony,1,2,15,4,5,27
Montgomery,1988,Misdemeanor,0,11,6,31,27,75
Nassau,1988,Felony,104,349,169,95,94,811
Nassau,1988,Misdemeanor,0,247,1032,951,574,2804
New York,1988,Felony,567,1234,10,395,422,2628
New York,1988,Misdemeanor,0,249,40,581,291,1161
Niagara,1988,Felony,8,27,15,7,11,68
Niagara,1988,Misdemeanor,0,13,74,175,101,363
Oneida,1988,Felony,46,20,46,48,18,178
Oneida,1988,Misdemeanor,0,8,37,70,56,171
Onondaga,1988,Felony,77,46,78,118,85,404
Onondaga,1988,Misdemeanor,0,46,237,231,198,712
Ontario,1988,Felony,10,5,69,20,20,124
Ontario,1988,Misdemeanor,0,10,8,34,29,81
Orange,1988,Felony,35,72,55,35,24,221
Orange,1988,Misdemeanor,0,108,110,186,112,516
Orleans,1988,Felony,1,4,14,9,1,29
Orleans,1988,Misdemeanor,0,3,26,27,29,85
Oswego,1988,Felony,9,0,10,44,11,74
Oswego,1988,Misdemeanor,0,4,42,48,42,136
Otsego,1988,Felony,4,0,2,4,3,13
Otsego,1988,Misdemeanor,0,1,6,24,17,48
Putnam,1988,Felony,0,7,0,0,1,8
Putnam,1988,Misdemeanor,0,8,46,32,20,106
Queens,1988,Felony,441,1223,74,364,378,2480
Queens,1988,Misdemeanor,0,194,134,476,314,1118
Rensselaer,1988,Felony,16,6,13,18,12,65
Rensselaer,1988,Misdemeanor,0,7,40,69,62,178
Richmond,1988,Felony,16,56,5,13,22,112
Richmond,1988,Misdemeanor,0,16,14,80,42,152
Rockland,1988,Felony,4,16,58,32,32,142
Rockland,1988,Misdemeanor,0,36,32,42,44,154
St. Lawrence,1988,Felony,0,1,4,4,2,11
St. Lawrence,1988,Misdemeanor,0,1,10,36,25,72
Saratoga,1988,Felony,9,7,2,6,7,31
Saratoga,1988,Misdemeanor,0,7,37,58,43,145
Schenectady,1988,Felony,12,6,14,27,24,83
Schenectady,1988,Misdemeanor,0,16,32,77,54,179
Schoharie,1988,Felony,1,0,3,4,4,12
Schoharie,1988,Misdemeanor,0,2,1,20,22,45
Schuyler,1988,Felony,2,0,0,3,1,6
Schuyler,1988,Misdemeanor,0,0,11,19,5,35
Seneca,1988,Felony,3,6,21,8,7,45
Seneca,1988,Misdemeanor,0,0,10,11,15,36
Steuben,1988,Felony,20,3,32,31,15,101
Steuben,1988,Misdemeanor,0,1,8,39,31,79
Suffolk,1988,Felony,131,177,221,178,97,804
Suffolk,1988,Misdemeanor,0,159,1134,548,396,2237
Sullivan,1988,Felony,8,18,43,23,12,104
Sullivan,1988,Misdemeanor,0,8,43,73,60,184
Tioga,1988,Felony,0,2,22,6,0,30
Tioga,1988,Misdemeanor,0,0,5,14,16,35
Tompkins,1988,Felony,11,11,12,18,15,67
Tompkins,1988,Misdemeanor,0,1,9,32,20,62
Ulster,1988,Felony,4,4,50,12,11,81
Ulster,1988,Misdemeanor,0,7,14,80,50,151
Warren,1988,Felony,3,3,7,1,2,16
Warren,1988,Misdemeanor,0,4,15,43,18,80
Washington,1988,Felony,1,0,12,6,4,23
Washington,1988,Misdemeanor,0,0,10,16,12,38
Wayne,1988,Felony,13,3,38,19,12,85
Wayne,1988,Misdemeanor,0,5,19,45,46,115
Westchester,1988,Felony,120,194,186,155,98,753
Westchester,1988,Misdemeanor,0,301,65,499,258,1123
Wyoming,1988,Felony,0,0,9,6,7,22
Wyoming,1988,Misdemeanor,0,0,11,15,18,44
Yates,1988,Felony,6,0,11,6,3,26
Yates,1988,Misdemeanor,0,0,5,10,5,20
Unknown,1988,Misdemeanor,0,0,0,0,0,0
Albany,1989,Felony,25,49,41,26,49,190
Albany,1989,Misdemeanor,0,145,136,379,342,1002
Allegany,1989,Felony,1,1,13,7,5,27
Allegany,1989,Misdemeanor,0,0,11,32,18,61
Bronx,1989,Felony,418,1007,4,355,286,2070
Bronx,1989,Misdemeanor,0,55,82,142,199,478
Broome,1989,Felony,32,23,29,47,65,196
Broome,1989,Misdemeanor,0,14,29,120,97,260
Cattaraugus,1989,Felony,4,4,24,19,6,57
Cattaraugus,1989,Misdemeanor,0,2,24,25,17,68
Cayuga,1989,Felony,2,4,6,16,3,31
Cayuga,1989,Misdemeanor,0,5,4,36,22,67
Chautauqua,1989,Felony,17,5,13,7,8,50
Chautauqua,1989,Misdemeanor,0,11,17,67,56,151
Chemung,1989,Felony,4,3,4,19,8,38
Chemung,1989,Misdemeanor,0,1,42,97,70,210
Chenango,1989,Felony,1,0,4,7,1,13
Chenango,1989,Misdemeanor,0,0,18,35,38,91
Clinton,1989,Felony,1,7,20,11,7,46
Clinton,1989,Misdemeanor,0,3,11,54,36,104
Columbia,1989,Felony,2,0,10,8,2,22
Columbia,1989,Misdemeanor,0,7,14,29,27,77
Cortland,1989,Felony,1,8,14,10,6,39
Cortland,1989,Misdemeanor,0,6,11,21,28,66
Delaware,1989,Felony,4,5,0,4,4,17
Delaware,1989,Misdemeanor,0,0,4,31,13,48
Dutchess,1989,Felony,16,41,43,58,23,181
Dutchess,1989,Misdemeanor,0,26,161,164,100,451
Erie,1989,Felony,63,140,152,65,75,495
Erie,1989,Misdemeanor,0,135,205,463,293,1096
Essex,1989,Felony,0,3,7,7,4,21
Essex,1989,Misdemeanor,0,3,9,16,9,37
Franklin,1989,Felony,1,5,3,1,9,19
Franklin,1989,Misdemeanor,0,4,8,18,11,41
Fulton,1989,Felony,1,3,3,5,2,14
Fulton,1989,Misdemeanor,0,2,9,50,16,77
Genesee,1989,Felony,6,4,13,13,10,46
Genesee,1989,Misdemeanor,0,3,39,48,38,128
Greene,1989,Felony,3,6,5,8,3,25
Greene,1989,Misdemeanor,0,1,7,18,17,43
Hamilton,1989,Felony,0,0,0,0,0,0
Hamilton,1989,Misdemeanor,0,0,1,0,0,1
Herkimer,1989,Felony,2,7,5,3,5,22
Herkimer,1989,Misdemeanor,0,3,10,18,8,39
Jefferson,1989,Felony,8,9,38,27,17,99
Jefferson,1989,Misdemeanor,0,4,27,51,49,131
Kings,1989,Felony,534,1977,2,171,501,3185
Kings,1989,Misdemeanor,0,270,89,668,416,1443
Lewis,1989,Felony,5,0,7,6,6,24
Lewis,1989,Misdemeanor,0,0,5,6,7,18
Livingston,1989,Felony,12,1,13,9,20,55
Livingston,1989,Misdemeanor,0,2,26,53,42,123
Madison,1989,Felony,4,3,11,10,5,33
Madison,1989,Misdemeanor,0,0,15,21,20,56
Monroe,1989,Felony,93,88,84,149,102,516
Monroe,1989,Misdemeanor,0,118,225,504,339,1186
Montgomery,1989,Felony,2,1,16,15,8,42
Montgomery,1989,Misdemeanor,0,5,18,22,23,68
Nassau,1989,Felony,99,355,181,125,112,872
Nassau,1989,Misdemeanor,0,273,1200,1021,695,3189
New York,1989,Felony,609,1640,5,376,353,2983
New York,1989,Misdemeanor,0,243,35,494,299,1071
Niagara,1989,Felony,2,15,3,9,9,38
Niagara,1989,Misdemeanor,0,40,61,153,80,334
Oneida,1989,Felony,52,15,51,35,23,176
Oneida,1989,Misdemeanor,0,8,43,59,47,157
Onondaga,1989,Felony,49,65,64,83,67,328
Onondaga,1989,Misdemeanor,0,55,205,213,231,704
Ontario,1989,Felony,7,6,60,21,7,101
Ontario,1989,Misdemeanor,0,5,8,27,31,71
Orange,1989,Felony,23,117,66,47,36,289
Orange,1989,Misdemeanor,0,146,102,187,137,572
Orleans,1989,Felony,4,9,12,13,7,45
Orleans,1989,Misdemeanor,0,0,32,46,34,112
Oswego,1989,Felony,5,6,18,39,15,83
Oswego,1989,Misdemeanor,0,2,39,35,37,113
Otsego,1989,Felony,5,4,2,5,5,21
Otsego,1989,Misdemeanor,0,4,3,17,14,38
Putnam,1989,Felony,1,3,3,2,3,12
Putnam,1989,Misdemeanor,0,18,47,38,30,133
Queens,1989,Felony,422,1336,53,373,329,2513
Queens,1989,Misdemeanor,0,178,85,403,405,1071
Rensselaer,1989,Felony,15,5,8,20,12,60
Rensselaer,1989,Misdemeanor,0,12,57,95,64,228
Richmond,1989,Felony,19,49,1,17,21,107
Richmond,1989,Misdemeanor,0,26,11,75,50,162
Rockland,1989,Felony,2,19,41,23,17,102
Rockland,1989,Misdemeanor,0,45,27,38,38,148
St. Lawrence,1989,Felony,2,2,11,18,8,41
St. Lawrence,1989,Misdemeanor,0,1,11,39,24,75
Saratoga,1989,Felony,3,14,5,11,14,47
Saratoga,1989,Misdemeanor,0,9,22,57,28,116
Schenectady,1989,Felony,7,37,14,21,10,89
Schenectady,1989,Misdemeanor,0,11,29,91,42,173
Schoharie,1989,Felony,1,3,3,3,4,14
Schoharie,1989,Misdemeanor,0,1,7,8,11,27
Schuyler,1989,Felony,4,0,4,0,0,8
Schuyler,1989,Misdemeanor,0,0,18,20,13,51
Seneca,1989,Felony,0,2,4,7,2,15
Seneca,1989,Misdemeanor,0,0,6,8,8,22
Steuben,1989,Felony,13,2,36,20,13,84
Steuben,1989,Misdemeanor,0,2,9,48,15,74
Suffolk,1989,Felony,134,231,181,174,115,835
Suffolk,1989,Misdemeanor,0,141,880,445,357,1823
Sullivan,1989,Felony,8,20,24,34,16,102
Sullivan,1989,Misdemeanor,0,12,38,66,55,171
Tioga,1989,Felony,3,2,18,8,3,34
Tioga,1989,Misdemeanor,0,0,2,31,12,45
Tompkins,1989,Felony,6,17,20,24,14,81
Tompkins,1989,Misdemeanor,0,2,11,28,27,68
Ulster,1989,Felony,2,4,16,0,4,26
Ulster,1989,Misdemeanor,0,13,18,86,49,166
Warren,1989,Felony,3,4,6,11,3,27
Warren,1989,Misdemeanor,0,6,24,41,32,103
Washington,1989,Felony,1,2,7,4,0,14
Washington,1989,Misdemeanor,0,4,15,33,26,78
Wayne,1989,Felony,4,6,47,12,10,79
Wayne,1989,Misdemeanor,0,1,18,50,43,112
Westchester,1989,Felony,127,305,198,140,115,885
Westchester,1989,Misdemeanor,0,270,90,465,271,1096
Wyoming,1989,Felony,4,0,7,3,2,16
Wyoming,1989,Misdemeanor,0,3,17,8,23,51
Yates,1989,Felony,7,0,6,7,2,22
Yates,1989,Misdemeanor,0,1,0,11,8,20
Unknown,1989,Misdemeanor,0,0,0,0,0,0
Albany,1990,Felony,17,43,38,37,29,164
Albany,1990,Misdemeanor,0,70,103,410,363,946
Allegany,1990,Felony,2,5,7,9,7,30
Allegany,1990,Misdemeanor,0,2,14,23,37,76
Bronx,1990,Felony,447,862,7,290,238,1844
Bronx,1990,Misdemeanor,0,48,61,139,195,443
Broome,1990,Felony,40,37,45,79,56,257
Broome,1990,Misdemeanor,0,11,31,98,87,227
Cattaraugus,1990,Felony,6,5,29,24,6,70
Cattaraugus,1990,Misdemeanor,0,1,20,46,40,107
Cayuga,1990,Felony,2,4,1,12,3,22
Cayuga,1990,Misdemeanor,0,4,2,12,19,37
Chautauqua,1990,Felony,16,17,10,26,27,96
Chautauqua,1990,Misdemeanor,0,4,42,70,66,182
Chemung,1990,Felony,22,7,14,32,11,86
Chemung,1990,Misdemeanor,0,1,50,83,73,207
Chenango,1990,Felony,1,0,1,2,1,5
Chenango,1990,Misdemeanor,0,1,11,35,37,84
Clinton,1990,Felony,18,7,16,16,8,65
Clinton,1990,Misdemeanor,0,6,7,66,40,119
Columbia,1990,Felony,14,3,13,10,4,44
Columbia,1990,Misdemeanor,0,13,23,42,43,121
Cortland,1990,Felony,4,10,31,14,14,73
Cortland,1990,Misdemeanor,0,4,11,36,34,85
Delaware,1990,Felony,4,4,0,6,2,16
Delaware,1990,Misdemeanor,0,0,15,26,22,63
Dutchess,1990,Felony,15,68,49,44,23,199
Dutchess,1990,Misdemeanor,0,35,155,186,95,471
Erie,1990,Felony,86,121,195,54,112,568
Erie,1990,Misdemeanor,0,123,203,578,310,1214
Essex,1990,Felony,0,3,13,7,3,26
Essex,1990,Misdemeanor,0,4,7,20,10,41
Franklin,1990,Felony,0,0,5,6,1,12
Franklin,1990,Misdemeanor,0,6,8,26,25,65
Fulton,1990,Felony,3,0,7,9,2,21
Fulton,1990,Misdemeanor,0,2,7,51,17,77
Genesee,1990,Felony,5,7,22,13,10,57
Genesee,1990,Misdemeanor,0,2,15,43,45,105
Greene,1990,Felony,3,18,2,11,7,41
Greene,1990,Misdemeanor,0,10,2,30,18,60
Hamilton,1990,Felony,0,0,1,0,1,2
Hamilton,1990,Misdemeanor,0,0,1,4,1,6
Herkimer,1990,Felony,3,16,14,9,6,48
Herkimer,1990,Misdemeanor,0,4,2,19,10,35
Jefferson,1990,Felony,21,10,30,28,14,103
Jefferson,1990,Misdemeanor,0,18,49,60,68,195
Kings,1990,Felony,752,2332,3,138,453,3678
Kings,1990,Misdemeanor,0,297,84,707,483,1571
Lewis,1990,Felony,1,0,5,2,2,10
Lewis,1990,Misdemeanor,0,0,3,10,12,25
Livingston,1990,Felony,11,4,24,21,11,71
Livingston,1990,Misdemeanor,0,1,33,49,47,130
Madison,1990,Felony,3,3,23,12,4,45
Madison,1990,Misdemeanor,0,2,27,26,30,85
Monroe,1990,Felony,104,128,68,171,111,582
Monroe,1990,Misdemeanor,0,172,251,649,421,1493
Montgomery,1990,Felony,7,4,23,12,11,57
Montgomery,1990,Misdemeanor,0,11,9,53,43,116
Nassau,1990,Felony,103,343,267,128,85,926
Nassau,1990,Misdemeanor,0,234,1330,919,601,3084
New York,1990,Felony,623,1771,3,372,332,3101
New York,1990,Misdemeanor,0,234,36,474,322,1066
Niagara,1990,Felony,10,15,5,20,10,60
Niagara,1990,Misdemeanor,0,32,83,121,100,336
Oneida,1990,Felony,49,18,42,60,20,189
